season_id,player_id,player_season,player,season,season_start,age,team,league,pos,g,gs,mp,fgm,fga,fg_perc,3pm,3pa,3p_perc,2pm,2pa,2p_perc,efg,ftm,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,ts,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perv,usg_perc,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,all-nba
2046,366,2,Pat Burke,2005-06,2005,32,PHO,NBA,C,42,0,8.2,1.5,3,0.496,0,0.2,0.286,1.5,2.9,0.508,0.504,0.3,0.5,0.619,0.5,1.2,1.7,0.4,0.1,0.3,0.8,1.5,3.4,9.9,0.517,0.055,0.165,6.9,16.3,11.7,6.8,0.9,2.6,19.5,21.9,-0.3,0.4,0.1,0.009,-5.4,-0.4,-5.9,2.2,0
2047,366,3,Pat Burke,2006-07,2006,33,PHO,NBA,C,23,0,7.1,1,2.8,0.354,0.3,1,0.273,0.7,1.9,0.395,0.4,0.3,0.6,0.615,0.5,1.5,2,0.2,0.1,0.1,0.3,0.8,2.6,9.3,0.424,0.338,0.2,9,23.7,16.7,4.3,0.9,0.9,9,21.3,-0.1,0.2,0.1,0.015,-4.6,-2.3,-6.9,1.8,0
2048,367,1,Trey Burke,2013-14,2013,21,UTA,NBA,PG,70,68,32.3,4.9,12.8,0.38,1.6,4.8,0.33,3.3,8,0.41,0.442,1.5,1.6,0.903,0.5,2.4,3,5.7,0.6,0.1,1.9,2.1,12.8,12.6,0.473,0.375,0.126,1.8,9,5.3,29.4,1,0.2,12.2,21.8,1,0,0.9,0.02,0.5,-3,-2.5,-0.1,0
2049,367,2,Trey Burke,2014-15,2014,22,UTA,NBA,PG,76,43,30.1,4.9,13.2,0.368,1.6,5.1,0.318,3.2,8.1,0.4,0.43,1.4,1.9,0.752,0.4,2.3,2.7,4.3,0.9,0.2,1.6,1.6,12.8,12.6,0.455,0.388,0.144,1.6,8.7,5.2,25,1.5,0.5,10.4,23.9,0.8,1.6,2.4,0.05,0,-1.9,-1.9,-0.8,0
2050,367,3,Trey Burke,2015-16,2015,23,UTA,NBA,PG,64,0,21.3,4.1,9.9,0.413,1.4,4,0.344,2.7,5.9,0.46,0.483,1,1.3,0.817,0.3,1.5,1.8,2.3,0.5,0.1,1.3,1.3,10.6,14,0.507,0.404,0.129,1.5,8,4.8,19.7,1.4,0.4,10.7,25.3,0.9,1.2,2.1,0.074,0.4,-2.5,-2,-0.3,0
2051,367,4,Trey Burke,2016-17,2016,24,WAS,NBA,PG,55,0,12.1,1.9,4.4,0.44,0.5,1.1,0.413,1.5,3.2,0.449,0.494,0.4,0.5,0.741,0.1,0.7,0.8,1.7,0.2,0.1,0.8,1,4.7,9.9,0.51,0.261,0.112,1.2,6.4,3.8,20.6,0.7,0.6,14.8,19.5,0.1,0.2,0.3,0.022,-2.9,-3.5,-6.4,0.8,0
2052,367,5,Trey Burke,2017-18,2017,25,NYK,NBA,PG,36,9,21.8,5.4,10.7,0.503,1.1,2.9,0.362,4.3,7.8,0.556,0.552,1,1.6,0.649,0.4,1.6,2,4.7,0.7,0.1,1.2,1.2,12.8,21,0.563,0.273,0.148,1.8,8.2,5,36.4,1.5,0.4,9.5,25.1,2,0.3,2.4,0.145,4.2,-3.2,1,0.7,0
2053,367,6,Trey Burke,2018-19,2018,26,TOT,NBA,PG,58,8,19.4,4.1,9.4,0.431,1,2.7,0.352,3.1,6.7,0.463,0.482,1.8,2.1,0.831,0.5,1.2,1.7,2.7,0.6,0.1,0.8,1,10.9,16.5,0.524,0.29,0.226,2.6,6.7,4.6,24.1,1.4,0.5,7.5,24.8,1.4,0.5,1.9,0.081,0.7,-3.2,-2.5,0.8,0
2054,368,1,Roger Burkman,1981-82,1981,23,CHI,NBA,SG,6,0,5,0,0.7,0,0,0.2,0,0,0.5,0,0,0.8,1,0.833,0.3,0.7,1,0.8,1,0.3,0.5,1,0.8,15.5,0.377,0.25,1.5,7.9,14.5,11.3,19.7,9.7,3.7,31.1,13.5,0,0.1,0.1,0.093,-2,9.2,7.1,2,0
2063,370,1,Antonio Burks,2004-05,2004,24,MEM,NBA,PG,24,0,9.1,1.2,2.5,0.467,0.1,0.5,0.273,1,2,0.51,0.492,0.6,0.8,0.737,0,0.5,0.5,1.2,0.5,0,0.5,1,3,12.8,0.534,0.183,0.317,0.5,6,3.3,21.9,3.2,0.4,14.9,17.3,0.2,0.3,0.5,0.103,-1.7,-0.9,-2.5,3.3,0
2064,370,2,Antonio Burks,2005-06,2005,25,MEM,NBA,PG,57,1,10,0.9,2.5,0.354,0,0.1,0.167,0.9,2.4,0.362,0.358,0.2,0.4,0.435,0.1,0.6,0.6,1.3,0.4,0,0.6,0.8,2,5.1,0.367,0.042,0.16,0.9,7,3.9,22.1,2,0,18.9,16.2,-1.1,0.7,-0.4,-0.033,-6.9,-1.3,-8.2,0.5,0
2055,369,1,Alec Burks,2011-12,2011,20,UTA,NBA,SG,59,0,15.9,2.6,6.1,0.429,0.3,0.8,0.333,2.3,5.3,0.442,0.45,1.8,2.4,0.727,1,1.3,2.2,0.9,0.5,0.1,0.9,1.4,7.2,14,0.506,0.126,0.401,6.9,9.3,8.1,9.5,1.5,0.4,10.8,22.5,1.1,0.4,1.5,0.076,-0.2,-2.2,-2.5,0.6,0
2056,369,2,Alec Burks,2012-13,2012,21,UTA,NBA,SG,64,0,17.8,2.5,6.1,0.42,0.5,1.4,0.359,2,4.6,0.439,0.463,1.4,2,0.713,0.6,1.7,2.3,1.4,0.5,0.2,1.2,1.8,7,11.5,0.507,0.237,0.332,3.8,11.2,7.5,13,1.6,0.9,14.3,20.7,0.3,0.7,1,0.044,-1.4,-1.3,-2.7,3.3,0
2057,369,3,Alec Burks,2013-14,2013,22,UTA,NBA,SG,78,12,28.1,4.9,10.7,0.457,0.6,1.8,0.35,4.2,8.8,0.48,0.487,3.6,4.8,0.748,0.8,2.5,3.3,2.7,0.9,0.2,1.9,2.4,14,15.8,0.547,0.172,0.449,3,10.7,6.8,16.9,1.7,0.5,13,23.9,2.6,0.6,3.2,0.07,0.5,-1.7,-1.2,2.8,0
2058,369,4,Alec Burks,2014-15,2014,23,UTA,NBA,SG,27,27,33.3,4.5,11.1,0.403,1,2.5,0.382,3.5,8.6,0.409,0.447,3.9,4.8,0.822,0.7,3.5,4.2,3,0.6,0.2,1.9,2.4,13.9,13,0.524,0.227,0.43,2.5,12.1,7.3,15.2,1,0.4,12.7,20.8,1.1,0.6,1.7,0.089,-0.4,-1.1,-1.6,2.7,0
2059,369,5,Alec Burks,2015-16,2015,24,UTA,NBA,SG,31,3,25.7,4.4,10.8,0.41,1,2.5,0.405,3.4,8.2,0.412,0.458,3.4,4.5,0.752,0.5,3,3.5,2,0.6,0.1,1.6,2.3,13.3,14.3,0.52,0.237,0.422,2.4,13.6,8,13.9,1.2,0.4,11.4,25.9,0.7,0.8,1.5,0.09,-0.9,-1.6,-2.5,4.4,0
2060,369,6,Alec Burks,2016-17,2016,25,UTA,NBA,SG,39,0,15.9,2.5,6.1,0.403,0.6,1.9,0.324,1.8,4.2,0.439,0.454,1.5,1.9,0.773,0.4,2.4,2.8,0.7,0.5,0.1,0.9,1.3,7,11.8,0.506,0.311,0.315,3.1,16.9,10.2,7.4,1.5,0.5,11.1,23,-0.1,0.9,0.8,0.06,-3.1,-0.9,-4,4.7,0
2061,369,7,Alec Burks,2017-18,2017,26,UTA,NBA,SG,64,1,16.5,2.7,6.5,0.411,0.7,2.2,0.331,1.9,4.3,0.452,0.467,1.7,1.9,0.863,0.3,2.7,3,1,0.6,0.1,0.9,1.2,7.7,13.1,0.527,0.343,0.3,2.1,18.4,10.3,10,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-2.5,-0.3,-2.8,1.8,0
2062,369,8,Alec Burks,2018-19,2018,27,TOT,NBA,SG,64,24,21.5,3,7.4,0.405,1,2.6,0.363,2,4.8,0.428,0.469,1.8,2.2,0.823,0.5,3.2,3.7,2,0.6,0.3,1,1.4,8.8,12.7,0.523,0.354,0.297,2.3,17,9.4,13.7,1.4,1.3,10.8,19,0.7,0.8,1.5,0.052,-1.5,-0.6,-2.2,3.8,0
2065,371,1,Kevin Burleson,2005-06,2005,26,CHA,NBA,PG,39,1,8.7,0.6,2.3,0.25,0.3,1.4,0.185,0.3,0.9,0.353,0.307,0.4,0.4,0.941,0.1,0.6,0.7,1.2,0.7,0.1,0.6,1.6,1.8,5.1,0.367,0.614,0.193,1.3,8,4.4,20.8,3.9,0.5,20.8,15.7,-0.6,0.4,-0.2,-0.032,-4.3,0,-4.3,1.7,0
2066,372,1,David Burns,1981-82,1981,23,TOT,NBA,PG,9,1,9.7,0.8,1.8,0.438,0,0,0,0.8,1.8,0.438,0.438,1,1.7,0.6,0.1,0.4,0.6,1.7,0.3,0,1.4,1.9,2.6,3.6,0.509,0,0.938,1.3,5,3.1,19.5,1.5,0,36.5,15.8,-0.2,0,-0.1,-0.071,-6.4,-2.9,-9.4,1.7,0
2067,373,1,Evers Burns,1993-94,1993,22,SAC,NBA,PF,23,0,6.2,1,2.4,0.4,0,0,0,1,2.4,0.4,0.4,0.5,1,0.522,0.6,0.7,1.3,0.4,0.3,0.1,0.3,1.4,2.4,9.7,0.43,0,0.418,9.7,13.3,11.5,9.7,2.1,1.3,9.7,21.3,-0.1,0.1,0.1,0.02,-3.6,-1.2,-4.8,-0.1,0
2068,374,1,Scott Burrell,1993-94,1993,23,CHH,NBA,SF,51,16,15,1.9,4.6,0.419,0,0.1,0.333,1.9,4.5,0.421,0.423,0.9,1.4,0.657,0.9,1.7,2.6,1.2,0.7,0.3,0.9,1.7,4.8,10.4,0.461,0.026,0.299,6.8,12,9.5,11.1,2.4,1.3,14.5,17.2,-0.2,0.7,0.5,0.03,-2.8,0.4,-2.3,0.1,0
2069,374,2,Scott Burrell,1994-95,1994,24,CHH,NBA,SF,65,62,31,4.3,9.1,0.467,1.5,3.6,0.409,2.8,5.5,0.506,0.548,1.5,2.2,0.694,1.5,4.2,5.7,2.5,1.2,0.6,1.3,2.9,11.5,15,0.571,0.396,0.243,5.9,15.3,10.8,12.6,2,1.4,11.5,17,2.8,2.9,5.6,0.135,1.6,1.7,3.3,0.7,0
2070,374,3,Scott Burrell,1995-96,1995,25,CHH,NBA,SF,20,20,34.7,4.6,10.3,0.447,1.9,4.9,0.378,2.8,5.4,0.509,0.536,2.1,2.8,0.75,1.3,3.6,4.9,2.4,1.4,0.7,2.2,3.8,13.2,13,0.57,0.476,0.272,4.5,12.9,8.6,10.5,2,1.4,15.7,17.9,0.6,0.4,1.1,0.075,1.1,0.1,1.2,0.1,0
2071,374,4,Scott Burrell,1996-97,1996,26,TOT,NBA,SF,57,2,16.5,1.7,4.8,0.362,0.7,2,0.353,1,2.7,0.368,0.437,1,1.3,0.75,0.9,1.9,2.8,1.3,0.5,0.3,0.9,2.1,5.2,10.3,0.483,0.428,0.28,6.4,13.7,10.1,12.1,1.6,1.5,14.8,17.4,0.3,0.5,0.8,0.042,-1.3,-0.8,-2.1,0.5,0
2072,374,5,Scott Burrell,1997-98,1997,27,CHI,NBA,SF,80,3,13.7,2,4.7,0.424,0.6,1.8,0.354,1.4,2.9,0.468,0.492,0.6,0.8,0.734,1,1.5,2.5,0.8,0.8,0.5,0.6,1.6,5.2,15.7,0.516,0.384,0.171,8.3,12.4,10.3,9.5,3.1,2.5,11,18.5,1.5,2.2,3.7,0.163,0.9,1.8,2.8,0.5,0
2073,374,6,Scott Burrell,1998-99,1998,28,NJN,NBA,SF,32,10,22.1,2.3,6.5,0.361,0.9,2.3,0.389,1.5,4.3,0.346,0.428,1.1,1.3,0.81,1,2.7,3.7,1.4,1.3,0.3,0.7,2.6,6.6,12.6,0.468,0.346,0.202,4.8,14.4,9.3,10.7,3,1.1,9.2,15.6,0.6,0.7,1.4,0.092,-0.4,0.8,0.4,3.3,0
2074,374,7,Scott Burrell,1999-00,1999,29,NJN,NBA,SF,74,9,18.1,2.2,5.7,0.394,1.1,3.1,0.353,1.1,2.5,0.444,0.492,0.5,0.7,0.78,0.9,2.6,3.5,1,0.9,0.6,0.5,2.3,6.1,14.2,0.511,0.554,0.119,5.2,16.5,10.6,8.6,2.6,2.3,7.9,16,1.7,1.5,3.2,0.115,0.7,0.7,1.4,1.3,0
2075,374,8,Scott Burrell,2000-01,2000,30,CHH,NBA,SF,4,0,10.3,1.8,3.8,0.467,0.5,1.5,0.333,1.3,2.3,0.556,0.533,0.3,1,0.25,0.3,0.5,0.8,0.3,0.8,0,0,2,4.3,12.8,0.507,0.4,0.267,2.8,5.5,4.2,4.6,3.9,0,0,18.8,0.1,0.1,0.1,0.135,0.6,-1.6,-1,0.1,0
2076,375,1,Junior Burrough,1995-96,1995,23,BOS,NBA,PF,61,3,8.1,1,2.8,0.376,0,0,0,1,2.8,0.376,0.376,1,1.5,0.656,0.7,1,1.8,0.2,0.2,0.2,0.7,1.2,3.1,9,0.448,0,0.547,9.9,14.8,12.3,4.6,1.5,1.4,15.9,21.8,-0.6,0.4,-0.2,-0.018,-6,-1.9,-7.9,1.1,0
2078,377,1,Willie Burton,1990-91,1990,22,MIA,NBA,SF,76,26,25.4,4.5,10.2,0.441,0.1,0.4,0.133,4.4,9.8,0.454,0.444,3,3.9,0.782,1.5,2,3.4,1.4,0.9,0.3,1.9,3.6,12,11.5,0.507,0.039,0.379,6.3,8.9,7.6,8.5,1.8,0.8,13.8,22.1,0.5,1.6,2.1,0.052,-2,-0.8,-2.8,1.2,0
2079,377,2,Willie Burton,1991-92,1991,23,MIA,NBA,SF,68,50,23.3,4.1,9.1,0.45,0.1,0.2,0.4,4,8.9,0.451,0.455,2.9,3.6,0.8,1.1,2.5,3.6,1.8,0.7,0.5,1.8,2.7,11.2,13.5,0.522,0.024,0.394,5.3,12,8.6,12,1.4,1.4,14,22.4,1,1,2,0.062,-1.6,-1,-2.6,0.8,0
2080,377,3,Willie Burton,1992-93,1992,24,MIA,NBA,SF,26,8,17.3,2.1,5.4,0.383,0.2,0.6,0.333,1.9,4.8,0.389,0.401,3.5,4.9,0.717,0.8,1.8,2.7,0.6,0.5,0.6,1.9,2.2,7.8,10.3,0.518,0.106,0.901,5.5,12.5,8.9,5.4,1.5,2.4,20.3,23.7,-0.3,0.4,0.1,0.012,-4.5,-0.9,-5.4,1.8,0
2081,377,4,Willie Burton,1993-94,1993,25,MIA,NBA,SF,53,1,13.2,2.3,5.3,0.438,0.1,0.3,0.2,2.3,5.1,0.451,0.443,2.3,3,0.759,0.9,1.6,2.6,0.7,0.3,0.4,1,1.8,7,15.6,0.526,0.053,0.558,8.1,14,11.1,8.9,1.3,2,13.3,25.1,0.9,0.7,1.6,0.113,-1.4,-1.7,-3.1,0,0
2082,377,5,Willie Burton,1994-95,1994,26,PHI,NBA,SF,53,31,29.5,4.6,11.4,0.401,2,5.2,0.385,2.6,6.2,0.414,0.488,4.2,5,0.824,0.9,2.2,3.1,1.8,0.6,0.4,2.3,3.2,15.3,13.9,0.561,0.454,0.441,3.6,8.6,6.1,10.4,1.1,0.9,14.4,24.1,1.9,0.6,2.6,0.079,1.4,-2.7,-1.2,0,0
2083,377,6,Willie Burton,1996-97,1996,28,ATL,NBA,SF,24,2,15.8,1.6,4.8,0.336,0.5,1.9,0.283,1.1,2.9,0.371,0.392,2.4,2.8,0.838,0.5,1.3,1.7,0.5,0.3,0.1,1.1,2.3,6.2,8.6,0.507,0.397,0.586,3.5,9.2,6.4,4.8,1.2,0.6,15.1,21.3,0.1,0.4,0.5,0.06,-3.4,-2.3,-5.7,-0.5,0
2084,377,7,Willie Burton,1997-98,1997,29,SAS,NBA,SF,13,0,3.3,0.6,1.6,0.381,0.2,0.7,0.333,0.4,0.9,0.417,0.452,0.6,0.9,0.667,0.2,0.5,0.7,0.1,0.2,0.2,0.1,0.5,2.1,21.4,0.514,0.429,0.571,8.6,15.1,12.1,4.3,2.5,3.3,3.7,29.8,0.1,0.1,0.2,0.229,2.1,-2.2,-0.1,-0.4,0
2085,377,8,Willie Burton,1998-99,1998,30,CHH,NBA,SF,3,0,6,0.3,2.3,0.143,0,0.3,0,0.3,2,0.167,0.143,0.7,1.3,0.5,1.3,0.7,2,0,0,0,0.3,0.7,1.3,0.6,0.228,0.143,0.571,27.4,12.6,19.7,0,0,0,10.2,25.7,-0.1,0,-0.1,-0.193,-10.3,-10.3,-20.6,-0.5,0
2077,376,1,Deonte Burton,2018-19,2018,25,OKC,NBA,SG,32,0,7.5,1,2.6,0.402,0.3,0.8,0.296,0.8,1.7,0.455,0.451,0.3,0.4,0.667,0.1,0.8,0.9,0.3,0.2,0.3,0.3,1,2.6,7,0.47,0.329,0.146,1.7,10.7,6,5,1.2,2.8,9.3,16.3,-0.2,0.3,0.1,0.027,-5.6,-0.6,-6.3,-0.4,0
2086,378,1,Steve Burtt,1984-85,1984,22,GSW,NBA,SG,47,0,8.9,1.5,4,0.383,0,0,0,1.5,4,0.385,0.383,1.1,1.6,0.688,0.2,0.4,0.6,0.4,0.4,0.1,0.7,1.6,4.2,7.4,0.444,0.005,0.41,2.5,5.3,3.8,6.8,2.3,0.5,12.9,23.9,-0.5,0.1,-0.4,-0.043,-5.3,-3.3,-8.6,0,0
2087,378,2,Steve Burtt,1987-88,1987,25,LAC,NBA,SG,19,0,16.4,3.3,7.3,0.449,0,0.2,0,3.3,7.1,0.463,0.449,2.5,3.6,0.681,0.3,1.1,1.4,2,0.5,0.3,2.1,2.9,9,10.2,0.508,0.029,0.5,2,7.4,4.6,20.1,1.5,0.9,19.2,27.2,-0.4,0.2,-0.1,-0.019,-4,-2.2,-6.2,-0.3,0
2088,378,3,Steve Burtt,1991-92,1991,29,PHO,NBA,SG,31,2,11.5,2.4,5.2,0.463,0,0.2,0.167,2.4,5,0.474,0.466,1.2,1.7,0.704,0.3,0.8,1.1,1.9,0.5,0.1,1.1,1.9,6,13.4,0.509,0.038,0.338,3.2,7.1,5.2,24,2.2,0.6,15.2,25.3,0.1,0.4,0.5,0.067,-1.4,-1.7,-3.1,1.5,0
2089,378,4,Steve Burtt,1992-93,1992,30,WSB,NBA,SG,4,0,8.8,2.5,6.5,0.385,0.3,0.8,0.333,2.3,5.8,0.391,0.404,2,2.5,0.8,0.5,0.3,0.8,1.5,0.5,0,1,1.3,7.3,18.5,0.477,0.115,0.385,6.3,3.3,4.8,31.3,2.8,0,11.6,41.8,0,0,0,0.011,2.1,-4.5,-2.4,0.8,0
2104,380,1,Greg Butler,1988-89,1988,22,NYK,NBA,C,33,0,4.2,0.6,1.5,0.417,0,0.1,0,0.6,1.4,0.444,0.417,0.5,0.6,0.8,0.3,0.6,0.8,0.1,0,0.1,0.5,0.8,1.7,4.7,0.493,0.063,0.417,7,15.5,11.1,1.8,0.3,0.8,23,20.4,-0.2,0.1,-0.1,-0.034,-7.4,-3.7,-11.1,0.6,0
2105,380,2,Greg Butler,1989-90,1989,23,NYK,NBA,C,13,0,2.5,0.2,0.9,0.25,0,0,0,0.2,0.9,0.25,0.25,0,0.2,0,0.2,0.5,0.7,0.1,0,0,0.2,0.6,0.5,-4.9,0.233,0,0.167,10.4,19.6,15.1,3.9,0,0,18.9,20,-0.2,0,-0.1,-0.206,-12.4,-3.6,-16.1,0.3,0
2106,380,3,Greg Butler,1990-91,1990,24,LAC,NBA,C,9,0,4.1,0.6,2.1,0.263,0,0,0,0.6,2.1,0.263,0.263,0.4,0.7,0.667,0.9,0.9,1.8,0.1,0,0,0.4,1,1.6,3.2,0.323,0,0.316,22.9,23.7,23.3,3.7,0,0,15.6,28.1,-0.1,0,-0.1,-0.131,-9.2,-5.6,-14.9,-0.2,0
2118,383,1,Mitchell Butler,1993-94,1993,23,WSB,NBA,SG,75,19,17.6,2.8,5.6,0.495,0,0.1,0,2.8,5.5,0.501,0.495,1.4,2.4,0.578,1.4,1.6,3,1,0.7,0.3,1.2,1.7,6.9,13,0.521,0.012,0.431,9.2,10.7,10,8.9,2,0.9,14.9,19,0.7,0.4,1.1,0.04,-1.2,-1.3,-2.5,-0.3,0
2119,383,2,Mitchell Butler,1994-95,1994,24,WSB,NBA,SG,76,5,20.4,2.8,6.7,0.421,0.6,1.9,0.326,2.2,4.8,0.458,0.467,1.6,2.4,0.665,0.6,1.7,2.2,1.2,0.8,0.1,1.4,2,7.9,10,0.506,0.278,0.364,3.1,9.8,6.3,8.8,2,0.5,15.2,19.6,-0.5,0.8,0.3,0.01,-2.6,-1.5,-4,-0.1,0
2120,383,3,Mitchell Butler,1995-96,1995,25,WSB,NBA,SG,61,3,14.1,1.4,3.8,0.384,0.2,1,0.217,1.2,2.8,0.444,0.413,0.8,1.4,0.578,0.5,1.5,1.9,1.1,0.7,0.2,1.1,1.7,3.9,7.4,0.446,0.262,0.362,4.1,12,8.1,11.1,2.4,1,20.1,17.3,-1.2,1,-0.2,-0.01,-4.2,0.5,-3.7,-0.1,0
2121,383,4,Mitchell Butler,1996-97,1996,26,POR,NBA,SG,49,1,9.5,1.1,2.6,0.416,0.2,0.8,0.308,0.8,1.8,0.465,0.464,0.7,1,0.64,0.4,0.7,1.1,0.6,0.3,0,0.6,1.1,3,9,0.503,0.312,0.4,5,8.4,6.8,10,1.5,0.3,15.5,16.9,0.1,0.5,0.6,0.063,-2.3,-1.1,-3.4,-0.4,0
2122,383,5,Mitchell Butler,1997-98,1997,27,CLE,NBA,SG,18,0,11.4,0.8,2.6,0.319,0.1,0.3,0.167,0.8,2.3,0.341,0.33,0.3,0.6,0.6,0.3,0.9,1.2,1,0.4,0,0.4,1.4,2.1,4.8,0.36,0.128,0.213,3.6,9.4,6.6,13.7,2.1,0,13.5,13.3,-0.2,0.3,0.1,0.016,-5,0.6,-4.4,-0.2,0
2123,383,6,Mitchell Butler,1998-99,1998,28,CLE,NBA,SG,31,1,13.5,2.2,4.5,0.482,0.4,0.9,0.379,1.8,3.5,0.509,0.522,0.7,1,0.719,0.4,1,1.4,0.7,0.5,0.1,0.9,1.3,5.4,12.6,0.549,0.209,0.23,4,9.4,6.7,10.8,2,0.8,15.9,21.2,0.1,0.3,0.5,0.053,-1,-1.4,-2.5,-0.1,0
2124,383,7,Mitchell Butler,2001-02,2001,31,POR,NBA,SG,11,0,8.2,0.9,2.1,0.435,0.1,0.3,0.333,0.8,1.8,0.45,0.457,0.7,1.1,0.667,0.5,0.7,1.3,0.5,0,0.1,0.5,0.9,2.6,9.4,0.513,0.13,0.522,7.7,10.6,9.1,8.6,0,0.8,15,16.9,0.1,0,0.1,0.057,-2.8,-2.6,-5.4,0.9,0
2090,379,1,Caron Butler,2002-03,2002,22,MIA,NBA,SF,78,78,36.6,5.5,13.2,0.416,0.4,1.4,0.318,5.1,11.9,0.427,0.432,4,4.8,0.824,1.7,3.4,5.1,2.7,1.8,0.4,2.5,2.9,15.4,15.1,0.502,0.104,0.363,5.3,10.9,8,14.1,2.6,0.9,13.8,22.9,1.6,3.6,5.1,0.086,0.1,1.6,1.7,1.1,0
2126,384,1,Rasual Butler,2002-03,2002,23,MIA,NBA,SG,72,28,21,2.9,7.9,0.362,0.7,2.4,0.292,2.2,5.6,0.392,0.406,1.1,1.4,0.731,0.4,2.2,2.6,1.3,0.3,0.6,1.1,1.5,7.5,9.5,0.437,0.299,0.182,2.1,12.3,7.1,11.4,0.8,2.2,11.1,21.6,-1.4,1.4,0.1,0.002,-3.4,-0.4,-3.8,-0.2,0
2091,379,2,Caron Butler,2003-04,2003,23,MIA,NBA,SF,68,56,29.9,3.5,9.3,0.38,0.1,0.6,0.238,3.4,8.7,0.39,0.388,2,2.6,0.756,1.4,3.4,4.8,1.9,1.1,0.2,1.3,2.4,9.2,10.7,0.44,0.067,0.279,5.2,13.6,9.4,10.8,2,0.5,11.4,18.5,-0.2,2.4,2.1,0.05,-2.8,0.7,-2.1,-0.1,0
2125,383,8,Mitchell Butler,2003-04,2003,33,WAS,NBA,SG,41,4,13.5,1.3,3,0.435,0.3,0.7,0.367,1,2.3,0.457,0.48,0.4,0.6,0.625,0.6,1.1,1.7,0.8,0.5,0.1,0.6,1.3,3.3,9.3,0.498,0.242,0.194,4.7,9.8,7.2,9.7,2.1,0.5,15.1,12.7,0.2,0.3,0.5,0.048,-2.3,-0.7,-3,0,0
2127,384,2,Rasual Butler,2003-04,2003,24,MIA,NBA,SF,45,0,15,2.6,5.6,0.476,1.1,2.4,0.463,1.5,3.2,0.486,0.576,0.4,0.5,0.762,0.1,1.3,1.4,0.5,0.2,0.3,0.6,1.6,6.8,14,0.586,0.432,0.084,0.7,10,5.3,6.6,0.8,1.5,9.7,20,1,0.5,1.6,0.113,0.2,-2.5,-2.2,0,0
2092,379,3,Caron Butler,2004-05,2004,24,LAL,NBA,SF,77,77,35.7,5.7,12.9,0.445,0.5,1.6,0.304,5.2,11.2,0.465,0.464,3.6,4.1,0.862,1.9,3.9,5.8,1.9,1.4,0.3,1.6,2.8,15.5,15.8,0.528,0.126,0.322,6,12.4,9.2,9.3,2.1,0.6,9.9,20.7,4.1,1.2,5.3,0.093,0.4,-0.7,-0.2,2.2,0
2107,381,1,Jackie Butler,2004-05,2004,19,NYK,NBA,C,3,0,1.7,1.3,1.3,1,0,0,0,1.3,1.3,1,1,0.7,0.7,1,0,0,0,0,0.3,0,0.3,0,3.3,90.3,1.025,0,0.5,0,0,0,0,10.6,0,17,53.7,0.1,0,0.1,1.333,24.8,-3.3,21.5,1.4,0
2128,384,3,Rasual Butler,2004-05,2004,25,MIA,NBA,SF,65,15,18.5,2.5,6.3,0.399,0.9,2.4,0.373,1.6,3.9,0.414,0.468,0.6,0.7,0.771,0.2,2.1,2.3,1,0.3,0.4,0.6,1.6,6.5,10.3,0.488,0.374,0.117,1.5,12.7,7.3,8.1,0.8,1.8,7.9,18.1,0.3,1.4,1.7,0.068,-2,-0.9,-2.9,0,0
2093,379,4,Caron Butler,2005-06,2005,25,WAS,NBA,SF,75,54,36.1,6.6,14.5,0.455,0.5,1.6,0.342,6,12.9,0.469,0.474,3.9,4.4,0.87,1.5,4.7,6.2,2.5,1.7,0.2,2.3,3.2,17.6,17,0.535,0.11,0.306,4.8,15.6,10,12.1,2.4,0.5,12.4,23.2,3.5,2.8,6.3,0.112,0.5,0.3,0.8,0.4,0
2108,381,2,Jackie Butler,2005-06,2005,20,NYK,NBA,C,55,0,13.5,2.1,3.9,0.544,0,0,0,2.1,3.9,0.544,0.544,1.1,1.4,0.753,1.2,2.1,3.3,0.5,0.3,0.6,1.1,2.3,5.3,14.8,0.587,0,0.358,10.9,19.3,15,6.1,1.2,3.4,19.9,19,0.7,0.6,1.2,0.078,-1.6,0,-1.6,-0.3,0
2129,384,4,Rasual Butler,2005-06,2005,26,NOK,NBA,SF,79,20,23.7,3.3,8,0.406,1.2,3.1,0.38,2.1,4.9,0.422,0.479,1,1.4,0.693,0.6,2.3,2.9,0.5,0.4,0.6,0.8,1.8,8.7,10.8,0.501,0.382,0.18,3.2,11.8,7.4,3.7,0.9,2,8.7,18.6,0.4,1.3,1.7,0.045,-1.6,-1.3,-2.9,0.3,0
2094,379,5,Caron Butler,2006-07,2006,26,WAS,NBA,SF,63,63,39.3,7.2,15.5,0.463,0.3,1.1,0.25,6.9,14.3,0.48,0.472,4.5,5.2,0.863,2.3,5.1,7.4,3.7,2.1,0.3,2.9,3,19.1,18.3,0.537,0.074,0.336,6.6,15.3,10.8,15.9,2.8,0.5,13.9,23.1,3.4,1.9,5.3,0.103,1.4,0.5,1.9,-0.1,0
