player,season_start,svc,rf,knn,gbc,avg
James Anderson,2010,0.014301676005660777,0.0,0.0,0.0006514220851257615,0.0037382745226966344
Ryan Anderson,2010,0.02178828277357582,0.017142857142857144,0.0,0.0018626423032106453,0.010198445554910902
Alan Anderson,2011,0.016787206699307403,0.0,0.0,0.0006514220851257615,0.004359657196108291
James Anderson,2011,0.02963610355857457,0.0,0.0,0.001302844170251523,0.007734736932206523
Ryan Anderson,2011,0.025680402485558144,0.04,0.0,0.005332742267091607,0.017753286188162437
Alan Anderson,2012,0.022450750777780807,0.0,0.0,0.001302844170251523,0.005938398737008083
James Anderson,2012,0.04417345962292302,0.0,0.0,0.0019542662553772845,0.011531931469575075
Ryan Anderson,2012,0.02573547407151399,0.045714285714285714,0.0,0.006437870608293515,0.019471907598523304
Alan Anderson,2013,0.027320904449944124,0.0,0.0,0.0019542662553772845,0.007318792676330353
James Anderson,2013,0.04545944122078278,0.0,0.0,0.002605688340503046,0.012016282390321455
Ryan Anderson,2013,0.043586737249785,0.06857142857142857,0.0,0.010225946964806542,0.030596028196505025
Alan Anderson,2014,0.030074448449538202,0.0,0.0,0.002605688340503046,0.008170034197510313
Kyle Anderson,2014,0.014162008677277044,0.0,0.0,0.0006514220851257615,0.003703357690600701
Ryan Anderson,2014,0.04478100123999287,0.06857142857142857,0.0,0.010877369049932303,0.03105744971533843
Alan Anderson,2015,0.04331850408546535,0.0,0.0,0.0032571104256288075,0.011643903627773542
James Anderson,2015,0.05911771377454119,0.0,0.0,0.0032571104256288075,0.0155937060500425
Justin Anderson,2015,0.014054499374374066,0.0,0.0,0.0006514220851257615,0.003676480364874957
Kyle Anderson,2015,0.024803757517789314,0.0,0.0,0.001302844170251523,0.006526650422010208
Ryan Anderson,2015,0.045574683642593254,0.06857142857142857,0.0,0.01199685708779224,0.03153574232545351
Alan Anderson,2016,0.05617038086800951,0.0,0.0,0.003908532510754569,0.015019728344691022
Justin Anderson,2016,0.026306121329138392,0.0,0.0,0.001302844170251523,0.0069022413748474785
Kyle Anderson,2016,0.03881700686240165,0.0,0.0,0.0019542662553772845,0.010192818279444734
Ryan Anderson,2016,0.045772044635703835,0.06857142857142857,0.0,0.012648279172918001,0.0317479380950126
Justin Anderson,2017,0.03960069389583065,0.0,0.0,0.0019542662553772845,0.010388740037801983
Kyle Anderson,2017,0.039052893913472386,0.0,0.0,0.0031654864734621683,0.010554595096733638
Ryan Anderson,2017,0.047375966705745565,0.06857142857142857,0.0,0.013299701258043762,0.03231177413380447
Justin Anderson,2018,0.05417873828636113,0.0,0.0,0.002605688340503046,0.014196106656716043
Kyle Anderson,2018,0.04245405102883131,0.0,0.0,0.0038169085585879297,0.01156773989685481
Ryan Anderson,2018,0.06187111060142819,0.06857142857142857,0.0,0.013951123343169523,0.036098415629006564
Ike Anigbogu,2017,0.015015157840147082,0.0,0.0,0.0006514220851257615,0.003916644981318211
Ike Anigbogu,2018,0.028955430270260794,0.0,0.0,0.001302844170251523,0.007564568610128079
Giannis Antetokounmpo,2013,0.002922763122791281,0.0,0.0,0.0006514220851257615,0.0008935463019792607
Giannis Antetokounmpo,2014,0.0029347405530813554,0.0,0.0,0.001756550426327669,0.001172822744852256
Giannis Antetokounmpo,2015,0.002973525111149674,0.005714285714285714,0.0,0.0038263194305243487,0.0031285325639899345
Thanasis Antetokounmpo,2015,0.014685427426997478,0.0,0.0,0.0006514220851257615,0.00383421237803081
Giannis Antetokounmpo,2016,1.0001277951431624,0.9028571428571428,1.0,0.9332104716349081,0.9590488524088033
Giannis Antetokounmpo,2017,2.0001140713829195,1.8171428571428572,2.0,1.8881673777674517,1.926356076573307
Giannis Antetokounmpo,2018,3.0001140622306437,2.6514285714285712,3.0,2.8761164791877065,2.8819147782117303
Kostas Antetokounmpo,2018,0.01337726771163673,0.0,0.0,0.0006514220851257615,0.003507172449190623
Carmelo Anthony,2009,0.40299061470773206,0.5371428571428571,0.6254738299897279,0.5242787480921858,0.5224715124831257
Joel Anthony,2009,0.01378184080811564,0.0,0.0,0.0006514220851257615,0.0036083157233103504
Carmelo Anthony,2010,0.4125074606258134,0.76,0.7849202952420681,0.6760674822056207,0.6583738095183755
Joel Anthony,2010,0.027007911668258888,0.0,0.0,0.001302844170251523,0.0070776889596276035
Carmelo Anthony,2011,0.4183126612283838,0.8971428571428571,0.7849202952420681,0.723222671484763,0.705899621274518
Joel Anthony,2011,0.040010828604694175,0.0,0.0,0.0019542662553772845,0.010491273715017865
Carmelo Anthony,2012,0.8384716248481168,1.4628571428571429,1.5536204451928226,1.2841312478421831,1.2847701151850663
Joel Anthony,2012,0.0553844376064825,0.0,0.0,0.002605688340503046,0.014497531486746386
Carmelo Anthony,2013,1.6522032521232872,2.2514285714285713,2.3373587073193995,2.171178819629765,2.103042337625256
Joel Anthony,2013,0.06857752947227844,0.0,0.0,0.0032571104256288075,0.01795865997447681
Carmelo Anthony,2014,1.6529507869358968,2.32,2.3373587073193995,2.18431489494242,2.1236560972994294
Joel Anthony,2014,0.0836110608800874,0.0,0.0,0.003908532510754569,0.021879898347710494
Carmelo Anthony,2015,1.6566420444121237,2.4628571428571426,2.3373587073193995,2.2124121387454365,2.167317508333526
Joel Anthony,2015,0.099081985347041,0.0,0.0,0.004559954595880331,0.02591048498573033
Carmelo Anthony,2016,1.6609894067637598,2.5485714285714285,2.3373587073193995,2.224057811192013,2.1927443384616505
Joel Anthony,2016,0.11407224131310452,0.0,0.0,0.005211376681006092,0.02982090449852765
Carmelo Anthony,2017,1.6610659669441599,2.5485714285714285,2.3373587073193995,2.2247092332771388,2.192926334028032
Carmelo Anthony,2018,1.674262712392492,2.5485714285714285,2.3373587073193995,2.2253606553622647,2.1963883759113965
Pero Antic,2013,0.007620029030895181,0.0,0.0,0.0006514220851257615,0.0020678627790052355
Pero Antic,2014,0.018876867410845974,0.0,0.0,0.001302844170251523,0.005044927895274375
OG Anunoby,2017,0.007031558153862051,0.0,0.0,0.0006514220851257615,0.0019207450597469532
OG Anunoby,2018,0.016462924341889076,0.0,0.0,0.001302844170251523,0.00444144212803515
Keith Appling,2015,0.01288399106303091,0.0,0.0,0.0006514220851257615,0.0033838532870391676
Ryan Arcidiacono,2017,0.015290551490721569,0.0,0.0,0.0006514220851257615,0.0039854933939618324
Ryan Arcidiacono,2018,0.018157349001928516,0.0,0.0,0.001302844170251523,0.0048650482930450096
Gilbert Arenas,2009,0.0038252088767039448,0.12,0.0,0.07746406173728482,0.05032231765349719
Gilbert Arenas,2010,0.00891817857517192,0.12,0.0,0.07806546959159853,0.05174591204169261
Gilbert Arenas,2011,0.02203543804335977,0.12,0.0,0.0787168916767243,0.05518808243002102
Trevor Ariza,2009,0.00024355147252157948,0.005714285714285714,0.0,0.0006014078543137094,0.0016398112602802508
Trevor Ariza,2010,0.0003765434845857177,0.005714285714285714,0.0,0.0012528299394394709,0.0018359147845777258
Trevor Ariza,2011,0.0010702490093368645,0.005714285714285714,0.0,0.0019042520245652324,0.0021721966870469527
Trevor Ariza,2012,0.0032642020595613584,0.005714285714285714,0.0,0.002555674109690994,0.0028835404708845167
Trevor Ariza,2013,0.003275283135063939,0.005714285714285714,0.0,0.005592821993765802,0.0036455977107788637
Trevor Ariza,2014,0.003498932538983137,0.005714285714285714,0.0,0.006804042211850686,0.004004315116279884
Trevor Ariza,2015,0.0035964402295577103,0.005714285714285714,0.0,0.007915621653515384,0.004306586899339701
Trevor Ariza,2016,0.003625500098666375,0.005714285714285714,0.0,0.009126841871600268,0.004616656921138088
Trevor Ariza,2017,0.003796515252253309,0.005714285714285714,0.0,0.010238421313264965,0.004937305569950996
Trevor Ariza,2018,0.004005282109614486,0.005714285714285714,0.0,0.010839829167578675,0.005139849247869717
Hilton Armstrong,2009,0.014441736408258288,0.0,0.0,0.0006514220851257615,0.0037732896233460124
Hilton Armstrong,2010,0.030822496983356498,0.0,0.0,0.001302844170251523,0.008031335288402006
Hilton Armstrong,2013,0.04633539403958363,0.0,0.0,0.0019542662553772845,0.012072415073740229
Carlos Arroyo,2009,0.007114959619916001,0.0,0.0,0.0006514220851257615,0.0019415954262604405
Carlos Arroyo,2010,0.01967790004840268,0.0,0.0,0.001302844170251523,0.00524518605466355
Darrell Arthur,2009,0.013697663338739162,0.0,0.0,0.0006514220851257615,0.003587271355966231
Darrell Arthur,2010,0.018158927941707516,0.0,0.0,0.001302844170251523,0.00486544302798976
Darrell Arthur,2012,0.029157451662241506,0.0,0.0,0.0019542662553772845,0.007777929479404698
Darrell Arthur,2013,0.04108457726119014,0.0,0.0,0.002605688340503046,0.010922566400423297
Darrell Arthur,2014,0.05059541353115178,0.0,0.0,0.0032571104256288075,0.013463130989195146
Darrell Arthur,2015,0.056835306550317904,0.0,0.0,0.003908532510754569,0.015185959765268117
Darrell Arthur,2016,0.07057739777897518,0.0,0.0,0.004559954595880331,0.018784338093713875
Darrell Arthur,2017,0.0839221233349114,0.0,0.0,0.005211376681006092,0.022283375003979373
Jamel Artis,2017,0.015046692119138201,0.0,0.0,0.0006514220851257615,0.003924528551065991
Omer Asik,2010,0.016276335184542596,0.0,0.0,0.0006514220851257615,0.00423193931741709
Omer Asik,2011,0.03256555345635021,0.0,0.0,0.001302844170251523,0.008467099406650434
Omer Asik,2012,0.03278045897014102,0.005714285714285714,0.0,0.004180993986171722,0.010668934667649616
Omer Asik,2013,0.049458068241483494,0.005714285714285714,0.0,0.004832416071297483,0.015001192506766675
Omer Asik,2014,0.05041421218419427,0.005714285714285714,0.0,0.006213477666422296,0.015585493891225573
Omer Asik,2015,0.06637273143982705,0.005714285714285714,0.0,0.006864899751548057,0.01973797922641521
Omer Asik,2016,0.08317423204249522,0.005714285714285714,0.0,0.007516321836673818,0.02410120989836369
Omer Asik,2017,0.0985100242529964,0.005714285714285714,0.0,0.00816774392179958,0.02809801347227043
Chucky Atkins,2009,0.015438110432164972,0.0,0.0,0.0006514220851257615,0.004022383129322684
D.J. Augustin,2009,0.010787365308970146,0.0,0.0,0.0006514220851257615,0.002859696848523977
D.J. Augustin,2010,0.01095788010634458,0.0,0.0,0.0024533902880468353,0.0033528175985978537
D.J. Augustin,2011,0.012833836744795522,0.005714285714285714,0.0,0.003387482960821239,0.005483901354975619
D.J. Augustin,2012,0.025108894466884413,0.005714285714285714,0.0,0.004038905045947,0.008715521306779281
D.J. Augustin,2013,0.027763918316088078,0.005714285714285714,0.0,0.00519944645401336,0.009669412621096787
D.J. Augustin,2014,0.03188931001020021,0.005714285714285714,0.0,0.005800854308327069,0.010851112508203248
D.J. Augustin,2015,0.04246513841540431,0.005714285714285714,0.0,0.006452276393452831,0.013657925130785713
D.J. Augustin,2016,0.05232956230412364,0.005714285714285714,0.0,0.007103698478578592,0.016286886624246984
D.J. Augustin,2017,0.054939182751136725,0.005714285714285714,0.0,0.007705106332892301,0.01708964369957868
D.J. Augustin,2018,0.05536235522296823,0.005714285714285714,0.0,0.00886564774095866,0.017485572169553147
Gustavo Ayon,2011,0.008197776003522166,0.0,0.0,0.0006514220851257615,0.0022122995221619817
Gustavo Ayon,2012,0.02188711812501222,0.0,0.0,0.001302844170251523,0.005797490573815936
Gustavo Ayon,2013,0.037180659224625164,0.0,0.0,0.0019542662553772845,0.009783731370000612
Jeff Ayres,2009,0.014678847008052314,0.0,0.0,0.0006514220851257615,0.003832567273294519
Jeff Ayres,2011,0.028915124518864837,0.0,0.0,0.001302844170251523,0.00755449217227909
Jeff Ayres,2012,0.042700053223756716,0.0,0.0,0.0019542662553772845,0.0111635798697835
Jeff Ayres,2013,0.05625585424555705,0.0,0.0,0.002605688340503046,0.014715385646515023
Jeff Ayres,2014,0.07213892652890629,0.0,0.0,0.0032571104256288075,0.018849009238633772
Jeff Ayres,2015,0.0875900559470601,0.0,0.0,0.003908532510754569,0.022874647114453667
Deandre Ayton,2018,0.006133329071973605,0.011428571428571429,0.0,0.0014806609862674693,0.004760640371703126
Kelenna Azubuike,2009,0.013391846740427248,0.0,0.0,0.0006514220851257615,0.0035108172063882523
Kelenna Azubuike,2011,0.026705866142780678,0.0,0.0,0.001302844170251523,0.007002177578258049
Chris Babb,2013,0.01449476322904627,0.0,0.0,0.0006514220851257615,0.003786546328543008
Luke Babbitt,2010,0.015093368256909477,0.0,0.0,0.0006514220851257615,0.00393619758550881
Luke Babbitt,2011,0.029752504678574446,0.0,0.0,0.001302844170251523,0.007763837212206492
Luke Babbitt,2012,0.044443935865869914,0.0,0.0,0.0019542662553772845,0.0115995505303118
Luke Babbitt,2013,0.057863549609876344,0.0,0.0,0.002605688340503046,0.015117309487594849
Luke Babbitt,2014,0.07072108992416791,0.0,0.0,0.0032571104256288075,0.01849455008744918
Luke Babbitt,2015,0.0795542344559193,0.0,0.0,0.003908532510754569,0.02086569174166847
Luke Babbitt,2016,0.09235207896437961,0.0,0.0,0.004559954595880331,0.024228008390064983
Luke Babbitt,2017,0.10497963139710975,0.0,0.0,0.005211376681006092,0.02754775201952896
Dwayne Bacon,2017,0.015841925158117446,0.0,0.0,0.0006514220851257615,0.004123336810810802
Dwayne Bacon,2018,0.02797556901273164,0.0,0.0,0.001302844170251523,0.007319603295745792
Marvin Bagley,2018,0.007050282332202754,0.0,0.0,0.0006514220851257615,0.001925426104332129
Cameron Bairstow,2014,0.016610396054278557,0.0,0.0,0.0006514220851257615,0.00431545453485108
Cameron Bairstow,2015,0.03142427728375611,0.0,0.0,0.001302844170251523,0.008181780363501909
Ron Baker,2016,0.013280741943053332,0.0,0.0,0.0006514220851257615,0.0034830410070447733
Ron Baker,2017,0.02892677155455543,0.0,0.0,0.001302844170251523,0.007557403931201738
Ron Baker,2018,0.04387140531933517,0.0,0.0,0.0019542662553772845,0.011456417893678114
Wade Baldwin,2016,0.01545944130548747,0.0,0.0,0.0006514220851257615,0.004027715847653308
Wade Baldwin,2017,0.029819049423784917,0.0,0.0,0.001302844170251523,0.00778047339850911
Wade Baldwin,2018,0.04380712350691868,0.0,0.0,0.0019542662553772845,0.011440347440573989
Renaldo Balkman,2009,0.015091681904769179,0.0,0.0,0.0006514220851257615,0.003935775997473735
Renaldo Balkman,2010,0.028234589822134608,0.0,0.0,0.001302844170251523,0.007384358498096533
Renaldo Balkman,2011,0.04266597373636591,0.0,0.0,0.0019542662553772845,0.0111550599979358
Lonzo Ball,2017,0.000650571635007825,0.0,0.0,0.0021123571628896645,0.0006907321994743723
Lonzo Ball,2018,0.005008280774347564,0.005714285714285714,0.0,0.002713765017203374,0.003359082876459163
Mo Bamba,2018,0.016512008007857546,0.0,0.0,0.0006514220851257615,0.004290857523245827
Marcus Banks,2009,0.013399635916748582,0.0,0.0,0.0006514220851257615,0.0035127645004685857
Marcus Banks,2010,0.02625191551081163,0.0,0.0,0.001302844170251523,0.006888689920265789
Leandro Barbosa,2009,0.011467066497993186,0.0,0.0,0.0006514220851257615,0.003029622145779737
Leandro Barbosa,2010,0.01412396531350629,0.0,0.0,0.001302844170251523,0.0038567023709394537
Leandro Barbosa,2011,0.02054814795864587,0.0,0.0,0.0019542662553772845,0.00562560355350579
Leandro Barbosa,2012,0.0349808818861696,0.0,0.0,0.002605688340503046,0.009396642556668163
Leandro Barbosa,2013,0.048025903735331575,0.0,0.0,0.0032571104256288075,0.012820753540240096
Leandro Barbosa,2014,0.061257939748709675,0.0,0.0,0.003908532510754569,0.01629161806486606
